full_name_of_repo,commit_sha,path
laravelio/laravel.io,aeff4ea49583507a8875552a0b5460b6cce9cc57,README.md
laravelio/laravel.io,b0ba721a6159508c2a9a02fdc17e8ca204383ffe,README.md
laravelio/laravel.io,b382bc7a7ccb2c334b882db2a8c95bdbdba54a3b,README.md
laravelio/laravel.io,b86ed7378012ff6c41cd005a5e1425b30638e78e,README.md
laravelio/laravel.io,b9fbad5144190c349feed7636e84908343602a04,README.md
laravelio/laravel.io,bc4a5a6b8c80f34c478d8c6cf598c9bb8519ef35,README.md
laravelio/laravel.io,bddd118bdbe3a52a79d632e6c0c286536a97a0f4,README.md
laravelio/laravel.io,c1c69123d07ca64828175029d768ed09578adb19,README.md
laravelio/laravel.io,ccae7dbddf6fce1f6a5ec1ff510c5b29129911c8,README.md
laravelio/laravel.io,cd89b932eca5b7763bb557ab20f5c16a2ae57647,README.md
laravelio/laravel.io,d1e5759980a1710144dd30bea2e22539b8bd128d,README.md
laravelio/laravel.io,d523b64e153fb3cb08760c6b4cd16ff006f45e0b,README.md
laravelio/laravel.io,e113812aa6e86a05f39dbd5f080c4a5e2011c2b1,README.md
laravelio/laravel.io,f02967a51a1f3115af24e94b875559f87403f800,README.md
laravelio/laravel.io,f3729ba1fa83f923068b8d9f6d3183670f61e70f,README.md
laravelio/laravel.io,f4970adb80aa953dbde145dfecad5104b3691401,README.md
laravelio/laravel.io,f6dc582cd4e052da4d3ad534999a6cba18b79d38,README.md
laravelio/laravel.io,f701810626915c2f1e9563ef8326d0852d41d6d4,README.md
laravelio/laravel.io,f789d0db7a7da3292c7e6cab2be0cceebaaf3964,README.md
laravelio/laravel.io,fabebe42475358186937d42d33e08163d6112a24,README.md
laravelio/laravel.io,fd8cce9fd2ecb54ec59b9c3ff301f03dcc1f801a,README.md
laravelio/laravel.io,ffbe987ba5a9f9ca7202b77e9e933a9c22ed9890,README.md
metaskills/minitest-spec-rails,ac6146da0dd92b59b9d682948fe186ca15cc830b,README.md
metaskills/minitest-spec-rails,c7e84c7d96e27cf48e1ca6d9ecaa9210d78c1a90,README.md
metaskills/minitest-spec-rails,ead4316cb4c4bcc6be196dedefb6112efbe24cc4,README.md
nuxt-community/nuxt-i18n,039f282059d497e2cb0cc6cae51216b26d62af52,README.md
nuxt-community/nuxt-i18n,08b17b8dcbdae56748a609127465cec54958ce51,CONTRIBUTING.md
nuxt-community/nuxt-i18n,1556346c2d1d098e4e52181c5868138cdfd56cbe,README.md
nuxt-community/nuxt-i18n,268a648e7c713104e67222c70c50492b5c759b83,README.md
nuxt-community/nuxt-i18n,3285793e06e7663d79994207707613f5a7a3aa27,README.md
nuxt-community/nuxt-i18n,333a2bbe4d16e41e0dc528ffe5f0aa9373c209c5,README.md
nuxt-community/nuxt-i18n,4aeeeec78408ad23c8c5fd2426f9904a0b7222f5,README.md
nuxt-community/nuxt-i18n,5c40ec1c61470433575e1808f16c7a8bda38adb1,README.md
nuxt-community/nuxt-i18n,695054aca3b3a2a93c0b65d5d2fe210393e7e127,README.md
nuxt-community/nuxt-i18n,7930a2773311bef05bd98a3a98540ce17b6a7d6b,CONTRIBUTING.md
nuxt-community/nuxt-i18n,7a330ac89c4635d971dc003c1059e6b7aac0d3b3,README.md
nuxt-community/nuxt-i18n,8517576a1a90e7555d5e10f90532188a337548b4,README.md
nuxt-community/nuxt-i18n,989d775ba39807bd0038ef15bd5369a574f9dba5,README.md
nuxt-community/nuxt-i18n,af7366ff39bc7522562312b6d6283801a7d74f84,CONTRIBUTING.md
nuxt-community/nuxt-i18n,b51d9439984a5ed5c3c35bc03a382f7c32cac953,README.md
nuxt-community/nuxt-i18n,b655a1c2595324924d170e4ee551dd10a763c23b,README.md
nuxt-community/nuxt-i18n,bf63a098c4d80f7ea18fd1e48e9ea30d8ce97200,README.md
nuxt-community/nuxt-i18n,c54b97e88d46e3f76958093ca31ea9cd71335c83,README.md
nuxt-community/nuxt-i18n,c5a55a32dcf9fc212030e2bd6a0e80246a373551,README.md
nuxt-community/nuxt-i18n,d20c6541e55b8ee340d494795f0c7d0b9f08faa5,CONTRIBUTING.md
nuxt-community/nuxt-i18n,d20c6541e55b8ee340d494795f0c7d0b9f08faa5,README.md
nuxt-community/nuxt-i18n,d6405256f70435f0a13816eb7203d10a6150d5c2,README.md
nuxt-community/nuxt-i18n,e9774301c1e9a856674308f0d92d8bcb1dd45941,README.md
nuxt-community/nuxt-i18n,f513ee7bebb33964a9d6e15609c997848bc76825,README.md
rafi/vim-config,000be8dcb215c1f2b6175e2a33d6a7a0df87b89d,README.md
rafi/vim-config,00329dd6fc6a764e4c2b98488d2a56b5a339a26a,README.md
rafi/vim-config,007266a9fda655903b73279c3fe10d398da52bf5,README.md
rafi/vim-config,0460d553f5725b892083bb4bad159d1a96770ea3,README.md
rafi/vim-config,063527397edfc0299bf9216d7e9dad130a967cff,README.md
rafi/vim-config,07e7fa10abb3923b1b9199ada0095fe89f6d0b7e,README.md
rafi/vim-config,0e743fe0f5d97b512829f2202fb6fabdb63a7d20,README.md
rafi/vim-config,104b05c6e32bdb04e0b4c1457a1b09b6b67bc525,README.md
rafi/vim-config,137271a0a251aa800e462ddfbb96873935fbb39c,README.md
rafi/vim-config,13b948d72d77df8de0291b0c9d33684cc1cc2e97,README.md
rafi/vim-config,1484aee59ed544a70e6d46186fcf17c66f691e72,README.md
rafi/vim-config,16ee424004a73907b07c8bc74cd9f59ce6699464,README.md
rafi/vim-config,17c3410d7bb3f446963f0135f7e6752254ce7b93,README.md
rafi/vim-config,1b9d3847ce4adf7e85832cace167ec94ca9dd189,README.md
rafi/vim-config,1bea5f37b59811413066ce894160b8c0e5ef97b8,README.md
rafi/vim-config,1c04b3888dcb4cb39649cd4003c01d6def100b41,README.md
rafi/vim-config,1d1fb346727c5f146b2bc13d7deb5cdbf35e92f7,README.md
rafi/vim-config,2051063a33da592c2949a742bc5b7a57137fd656,README.md
rafi/vim-config,253ff124521d5b9f4ed57897835749178fd8132b,README.md
rafi/vim-config,25ab45b4135218568fea429ca7953f3c744fa499,README.md
rafi/vim-config,25ebae67f528a873ab5ad4fb245850451bec4b9f,README.md
rafi/vim-config,2e082afd6f3817acadc204e36fb13ab6268c0625,README.md
rafi/vim-config,3149b76b5029e88dc84801929e0b28e42a5fb5ae,README.md
rafi/vim-config,3689ae1ba113e2b8c6d12f17281fd14d91e58027,README.md
